date,material_id,material_name,category,price,unit,source,provider,symbol,source_date,daily_change_pct,near_contract_price,dominant_contract_price,dom_basis_rate,notes
2026-05-22,abs,ABS,塑料外壳材料,10666.67,元/吨,生意社基准价,sunsirs_vane,,2026-05-22,-1.08,,,,
2026-05-25,abs,ABS,塑料外壳材料,10533.33,元/吨,生意社基准价,sunsirs_vane,,2026-05-25,-2.17,,,,
2026-05-28,abs,ABS,塑料外壳材料,10133.33,元/吨,生意社基准价,sunsirs_vane,,2026-05-28,-5.0,,,,
2026-05-31,abs,ABS,塑料外壳材料,9900.0,元/吨,生意社基准价,sunsirs_vane,,2026-05-31,-6.01,,,,
2026-06-02,abs,ABS,塑料外壳材料,9516.67,元/吨,生意社基准价,sunsirs_vane,,2026-06-02,-6.09,,,,
2026-06-05,abs,ABS,塑料外壳材料,9283.33,元/吨,生意社基准价,sunsirs_vane,,2026-06-05,-6.23,,,,
2026-06-06,abs,ABS,塑料外壳材料,9283.33,元/吨,生意社基准价,sunsirs_vane,,2026-06-06,-2.45,,,,
2026-06-09,abs,ABS,塑料外壳材料,9266.67,元/吨,生意社基准价,sunsirs_vane,,2026-06-09,-0.18,,,,
2026-06-11,abs,ABS,塑料外壳材料,9283.33,元/吨,生意社基准价,sunsirs_vane,,2026-06-11,0.18,,,,
2026-06-12,abs,ABS,塑料外壳材料,9300.0,元/吨,生意社基准价,sunsirs_vane,,2026-06-12,0.36,,,,
2026-06-14,abs,ABS,塑料外壳材料,9300.0,元/吨,生意社基准价,sunsirs_vane,,2026-06-14,0.0,,,,
2026-06-15,abs,ABS,塑料外壳材料,9300.0,元/吨,生意社基准价,sunsirs_vane,,2026-06-15,0.0,,,,
2024-01-02,aluminum,铝,结构金属/铝材,19513.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-02,,19820.0,19755.0,0.012384867165163405,
2024-01-03,aluminum,铝,结构金属/铝材,19543.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-03,,19510.0,19340.0,-0.010404061129807518,
2024-01-04,aluminum,铝,结构金属/铝材,19396.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-04,,19300.0,19215.0,-0.009366040665743092,
2024-01-05,aluminum,铝,结构金属/铝材,19396.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-05,,19280.0,19180.0,-0.011170474107153328,
2024-01-08,aluminum,铝,结构金属/铝材,19396.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-08,,19185.0,19135.0,-0.013490459960395218,
2024-01-09,aluminum,铝,结构金属/铝材,19120.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-09,,19050.0,18970.0,-0.007845188284518856,
2024-01-10,aluminum,铝,结构金属/铝材,19226.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-10,,19075.0,19000.0,-0.011789353018489379,
2024-01-11,aluminum,铝,结构金属/铝材,19103.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-11,,19095.0,19055.0,-0.0025299254109101277,
2024-01-12,aluminum,铝,结构金属/铝材,19120.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-12,,19080.0,19030.0,-0.004707112970711247,
2024-01-15,aluminum,铝,结构金属/铝材,19036.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-15,,18950.0,18885.0,-0.007967254777227262,
2024-01-16,aluminum,铝,结构金属/铝材,18960.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-16,,18845.0,18805.0,-0.008175105485232037,
2024-01-17,aluminum,铝,结构金属/铝材,19013.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-17,,18860.0,18830.0,-0.009642182616091066,
2024-01-18,aluminum,铝,结构金属/铝材,18900.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-18,,18810.0,18795.0,-0.005555555555555536,
2024-01-19,aluminum,铝,结构金属/铝材,18846.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-19,,18675.0,18660.0,-0.009904667508902065,
2024-01-22,aluminum,铝,结构金属/铝材,18843.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-22,,18710.0,18695.0,-0.007871750906023656,
2024-01-23,aluminum,铝,结构金属/铝材,18760.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-23,,18680.0,18675.0,-0.004530916844349697,
2024-01-24,aluminum,铝,结构金属/铝材,18993.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-24,,19025.0,19025.0,0.0016674274600609884,
2024-01-25,aluminum,铝,结构金属/铝材,18930.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-25,,18870.0,18865.0,-0.0034337031167459564,
2024-01-26,aluminum,铝,结构金属/铝材,19136.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-26,,19050.0,19055.0,-0.00426772264976083,
2024-01-29,aluminum,铝,结构金属/铝材,19100.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-29,,19015.0,19005.0,-0.004973821989528782,
2024-01-30,aluminum,铝,结构金属/铝材,19100.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-30,,18960.0,18950.0,-0.007853403141361293,
2024-01-31,aluminum,铝,结构金属/铝材,18980.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-01-31,,19040.0,19010.0,0.0015806111696523573,
2024-02-01,aluminum,铝,结构金属/铝材,18953.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-01,,18905.0,18900.0,-0.002813753572591282,
2024-02-02,aluminum,铝,结构金属/铝材,18923.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-02,,18840.0,18810.0,-0.005988903644337573,
2024-02-05,aluminum,铝,结构金属/铝材,18746.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-05,,18795.0,18815.0,0.00364491400339384,
2024-02-06,aluminum,铝,结构金属/铝材,18783.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-06,,18880.0,18845.0,0.003283230396314174,
2024-02-07,aluminum,铝,结构金属/铝材,18940.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-07,,18910.0,18885.0,-0.0029039070749735663,
2024-02-08,aluminum,铝,结构金属/铝材,18860.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-08,,18950.0,18895.0,0.001855779427359483,
2024-02-19,aluminum,铝,结构金属/铝材,18836.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-19,,18740.0,18775.0,-0.00327393323766878,
2024-02-20,aluminum,铝,结构金属/铝材,18836.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-20,,18700.0,18690.0,-0.007786408107165355,
2024-02-21,aluminum,铝,结构金属/铝材,18880.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-21,,18940.0,18945.0,0.0034427966101695517,
2024-02-22,aluminum,铝,结构金属/铝材,18750.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-22,,18810.0,18800.0,0.002666666666666595,
2024-02-23,aluminum,铝,结构金属/铝材,18886.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-23,,18850.0,18850.0,-0.0019415810198408767,
2024-02-26,aluminum,铝,结构金属/铝材,18716.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-26,,18800.0,18795.0,0.004185039325905748,
2024-02-27,aluminum,铝,结构金属/铝材,18823.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-27,,18850.0,18835.0,0.0006199753178635081,
2024-02-28,aluminum,铝,结构金属/铝材,18806.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-28,,18800.0,18790.0,-0.0008863876486373545,
2024-02-29,aluminum,铝,结构金属/铝材,18876.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-02-29,,18960.0,18925.0,0.0025603032738297227,
2024-03-01,aluminum,铝,结构金属/铝材,18970.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-01,,18995.0,18965.0,-0.00026357406431209984,
2024-03-04,aluminum,铝,结构金属/铝材,18960.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-04,,19050.0,19030.0,0.003691983122362963,
2024-03-05,aluminum,铝,结构金属/铝材,19040.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-05,,19085.0,19060.0,0.0010504201680672232,
2024-03-06,aluminum,铝,结构金属/铝材,19040.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-06,,19075.0,19055.0,0.0007878151260505284,
2024-03-07,aluminum,铝,结构金属/铝材,19066.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-07,,19145.0,19130.0,0.0033215029158213394,
2024-03-08,aluminum,铝,结构金属/铝材,19176.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-08,,19210.0,19200.0,0.0012165824410599324,
2024-03-11,aluminum,铝,结构金属/铝材,19106.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-11,,19200.0,19180.0,0.0038379267554211616,
2024-03-12,aluminum,铝,结构金属/铝材,19143.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-12,,19180.0,19180.0,0.0019155496979887943,
2024-03-13,aluminum,铝,结构金属/铝材,19163.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-13,,19225.0,19220.0,0.0029572104639432606,
2024-03-14,aluminum,铝,结构金属/铝材,19250.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-14,,19190.0,19140.0,-0.005714285714285672,
2024-03-15,aluminum,铝,结构金属/铝材,19190.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-15,,19200.0,19295.0,0.0054715997915582015,
2024-03-18,aluminum,铝,结构金属/铝材,19266.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-18,,19275.0,19270.0,0.0001728373403395711,
2024-03-19,aluminum,铝,结构金属/铝材,19263.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-19,,19215.0,19215.0,-0.002508912010540376,
2024-03-20,aluminum,铝,结构金属/铝材,19253.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-20,,19280.0,19285.0,0.001644910257082799,
2024-03-21,aluminum,铝,结构金属/铝材,19356.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-21,,19470.0,19485.0,0.0066297560479153805,
2024-03-22,aluminum,铝,结构金属/铝材,19310.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-22,,19390.0,19400.0,0.0046607975142414215,
2024-03-25,aluminum,铝,结构金属/铝材,19353.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-25,,19430.0,19455.0,0.005253359499372889,
2024-03-26,aluminum,铝,结构金属/铝材,19460.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-26,,19470.0,19490.0,0.0015416238437822027,
2024-03-27,aluminum,铝,结构金属/铝材,19280.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-27,,19395.0,19415.0,0.007002074688796656,
2024-03-28,aluminum,铝,结构金属/铝材,19340.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-28,,19455.0,19475.0,0.0069803516028954515,
2024-03-29,aluminum,铝,结构金属/铝材,19490.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-03-29,,19720.0,19710.0,0.011287839917906606,
2024-04-01,aluminum,铝,结构金属/铝材,19550.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-01,,19745.0,19770.0,0.011253196930946396,
2024-04-02,aluminum,铝,结构金属/铝材,19566.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-02,,19775.0,19810.0,0.0124359433669603,
2024-04-03,aluminum,铝,结构金属/铝材,19783.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-03,,19885.0,19925.0,0.007161079555362937,
2024-04-08,aluminum,铝,结构金属/铝材,20123.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-08,,20145.0,20205.0,0.00405847342363308,
2024-04-09,aluminum,铝,结构金属/铝材,20260.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-09,,20180.0,20230.0,-0.0014807502467917288,
2024-04-10,aluminum,铝,结构金属/铝材,20203.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-10,,20420.0,20505.0,0.014931696903431213,
2024-04-11,aluminum,铝,结构金属/铝材,20320.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-11,,20405.0,20460.0,0.006889763779527547,
2024-04-12,aluminum,铝,结构金属/铝材,20570.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-12,,20800.0,20735.0,0.008021390374331583,
2024-04-15,aluminum,铝,结构金属/铝材,20760.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-15,,20680.0,20685.0,-0.0036127167630057855,
2024-04-16,aluminum,铝,结构金属/铝材,20273.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-16,,20150.0,20165.0,-0.00534347342049879,
2024-04-17,aluminum,铝,结构金属/铝材,20273.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-17,,20345.0,20360.0,0.0042750746917255,
2024-04-18,aluminum,铝,结构金属/铝材,20243.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-18,,20430.0,20460.0,0.010703278561382756,
2024-04-19,aluminum,铝,结构金属/铝材,20360.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-19,,20335.0,20350.0,-0.0004911591355599709,
2024-04-22,aluminum,铝,结构金属/铝材,20706.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-22,,20495.0,20520.0,-0.00901496957260628,
2024-04-23,aluminum,铝,结构金属/铝材,20280.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-23,,20200.0,20200.0,-0.0039447731755424265,
2024-04-24,aluminum,铝,结构金属/铝材,20126.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-24,,20220.0,20250.0,0.006127690273652009,
2024-04-25,aluminum,铝,结构金属/铝材,20323.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-25,,20460.0,20485.0,0.007954897155141305,
2024-04-26,aluminum,铝,结构金属/铝材,20440.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-26,,20605.0,20625.0,0.009050880626223057,
2024-04-29,aluminum,铝,结构金属/铝材,20596.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-29,,20515.0,20535.0,-0.0029941733299605477,
2024-04-30,aluminum,铝,结构金属/铝材,20540.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-04-30,,20640.0,20575.0,0.001703992210321248,
2024-05-06,aluminum,铝,结构金属/铝材,20553.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-06,,20720.0,20745.0,0.009325496160476066,
2024-05-07,aluminum,铝,结构金属/铝材,20586.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-07,,20610.0,20650.0,0.003076262455268486,
2024-05-08,aluminum,铝,结构金属/铝材,20586.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-08,,20415.0,20440.0,-0.007124513095124074,
2024-05-09,aluminum,铝,结构金属/铝材,20480.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-09,,20580.0,20615.0,0.006591796875,
2024-05-10,aluminum,铝,结构金属/铝材,20556.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-10,,20740.0,20745.0,0.009161503297956397,
2024-05-13,aluminum,铝,结构金属/铝材,20443.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-13,,20600.0,20595.0,0.0074190457229814655,
2024-05-14,aluminum,铝,结构金属/铝材,20523.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-14,,20550.0,20575.0,0.00251762262751698,
2024-05-15,aluminum,铝,结构金属/铝材,20486.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-15,,20405.0,20530.0,0.0021150338244333433,
2024-05-16,aluminum,铝,结构金属/铝材,20486.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-16,,20755.0,20800.0,0.01529433529216817,
2024-05-17,aluminum,铝,结构金属/铝材,20733.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-17,,20930.0,20995.0,0.012620741578897254,
2024-05-20,aluminum,铝,结构金属/铝材,20870.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-20,,20905.0,20945.0,0.003593675131768004,
2024-05-21,aluminum,铝,结构金属/铝材,20763.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-21,,21040.0,21095.0,0.01597383464020452,
2024-05-22,aluminum,铝,结构金属/铝材,21156.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-22,,21300.0,21375.0,0.010319676962395441,
2024-05-23,aluminum,铝,结构金属/铝材,21156.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-23,,20725.0,20780.0,-0.017803841530826814,
2024-05-24,aluminum,铝,结构金属/铝材,20786.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-24,,20815.0,20855.0,0.0032872028083383853,
2024-05-27,aluminum,铝,结构金属/铝材,20896.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-27,,20865.0,20910.0,0.00063790067986913,
2024-05-28,aluminum,铝,结构金属/铝材,21050.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-28,,21125.0,21190.0,0.0066508313539193065,
2024-05-29,aluminum,铝,结构金属/铝材,21086.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-29,,21445.0,21520.0,0.020549949328177552,
2024-05-30,aluminum,铝,结构金属/铝材,21086.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-30,,21530.0,21560.0,0.022446882319493877,
2024-05-31,aluminum,铝,结构金属/铝材,21256.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-05-31,,21465.0,21535.0,0.01309377244883625,
2024-06-03,aluminum,铝,结构金属/铝材,21256.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-03,,21100.0,21235.0,-0.0010194447201747892,
2024-06-04,aluminum,铝,结构金属/铝材,21106.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-04,,21350.0,21470.0,0.017213989700886057,
2024-06-05,aluminum,铝,结构金属/铝材,21106.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-05,,21115.0,21190.0,0.003948041069481878,
2024-06-06,aluminum,铝,结构金属/铝材,21106.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-06,,21245.0,21345.0,0.01129169120472362,
2024-06-07,aluminum,铝,结构金属/铝材,21106.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-07,,21180.0,21295.0,0.008922771806258556,
2024-06-11,aluminum,铝,结构金属/铝材,20833.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-11,,20880.0,20965.0,0.006320161011225567,
2024-06-12,aluminum,铝,结构金属/铝材,20810.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-12,,20775.0,20850.0,0.001922152811148381,
2024-06-13,aluminum,铝,结构金属/铝材,20810.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-13,,20625.0,20680.0,-0.006246996636232627,
2024-06-14,aluminum,铝,结构金属/铝材,20810.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-14,,20535.0,20610.0,-0.00961076405574246,
2024-06-17,aluminum,铝,结构金属/铝材,20393.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-17,,20195.0,20290.0,-0.005066852740577499,
2024-06-18,aluminum,铝,结构金属/铝材,20393.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-18,,20360.0,20385.0,-0.00040846688598683567,
2024-06-19,aluminum,铝,结构金属/铝材,20360.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-19,,20435.0,20475.0,0.005648330058939166,
2024-06-20,aluminum,铝,结构金属/铝材,20413.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-20,,20555.0,20595.0,0.008899576894117578,
2024-06-21,aluminum,铝,结构金属/铝材,20463.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-21,,20430.0,20470.0,0.00032594890469916926,
2024-06-24,aluminum,铝,结构金属/铝材,20273.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-24,,20325.0,20360.0,0.0042750746917255,
2024-06-25,aluminum,铝,结构金属/铝材,20213.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-25,,20275.0,20325.0,0.005524572151149654,
2024-06-26,aluminum,铝,结构金属/铝材,20073.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-26,,20275.0,20320.0,0.01228844441853938,
2024-06-27,aluminum,铝,结构金属/铝材,20073.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-27,,20150.0,20180.0,0.0053140161597502455,
2024-06-28,aluminum,铝,结构金属/铝材,20170.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-06-28,,20265.0,20320.0,0.007436787307882886,
2024-07-01,aluminum,铝,结构金属/铝材,20130.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-01,,20275.0,20320.0,0.009438648782911008,
2024-07-02,aluminum,铝,结构金属/铝材,20233.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-02,,20345.0,20395.0,0.007990281382253883,
2024-07-03,aluminum,铝,结构金属/铝材,20233.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-03,,20435.0,20490.0,0.012685504561038563,
2024-07-04,aluminum,铝,结构金属/铝材,20310.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-04,,20385.0,20420.0,0.005416051206302397,
2024-07-05,aluminum,铝,结构金属/铝材,20396.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-05,,20255.0,20300.0,-0.004739499143732728,
2024-07-08,aluminum,铝,结构金属/铝材,20246.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-08,,20300.0,20345.0,0.004856601110207359,
2024-07-09,aluminum,铝,结构金属/铝材,20246.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-09,,20390.0,20460.0,0.01053654749151356,
2024-07-10,aluminum,铝,结构金属/铝材,20226.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-10,,20090.0,20140.0,-0.004284936670247652,
2024-07-11,aluminum,铝,结构金属/铝材,20156.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-11,,20170.0,20235.0,0.0038860585602682463,
2024-07-12,aluminum,铝,结构金属/铝材,20013.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-12,,19965.0,20050.0,0.0018322787861888568,
2024-07-15,aluminum,铝,结构金属/铝材,20013.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-15,,19890.0,19970.0,-0.002165056989516523,
2024-07-16,aluminum,铝,结构金属/铝材,19800.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-16,,19825.0,19860.0,0.003030303030302939,
2024-07-17,aluminum,铝,结构金属/铝材,19800.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-17,,19710.0,19740.0,-0.00303030303030305,
2024-07-18,aluminum,铝,结构金属/铝材,19583.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-18,,19725.0,19765.0,0.009276767536470887,
2024-07-19,aluminum,铝,结构金属/铝材,19583.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-19,,19570.0,19615.0,0.0016171917646283784,
2024-07-22,aluminum,铝,结构金属/铝材,19506.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-22,,19425.0,19450.0,-0.0029051601324059373,
2024-07-23,aluminum,铝,结构金属/铝材,19303.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-23,,19265.0,19290.0,-0.0006905544276558651,
2024-07-24,aluminum,铝,结构金属/铝材,19213.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-24,,19295.0,19320.0,0.005551874662018452,
2024-07-25,aluminum,铝,结构金属/铝材,19150.0,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-25,,19165.0,19175.0,0.0013054830287206887,
2024-07-26,aluminum,铝,结构金属/铝材,19216.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-26,,19230.0,19250.0,0.0017344316158836026,
2024-07-29,aluminum,铝,结构金属/铝材,19173.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-29,,19165.0,19195.0,0.0011302157736814422,
2024-07-30,aluminum,铝,结构金属/铝材,18906.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-30,,18920.0,18950.0,0.002291783799050817,
2024-07-31,aluminum,铝,结构金属/铝材,18986.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-07-31,,19100.0,19135.0,0.007812323066656912,
2024-08-01,aluminum,铝,结构金属/铝材,19186.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-01,,19200.0,19235.0,0.002518936324020782,
2024-08-02,aluminum,铝,结构金属/铝材,19186.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-02,,19195.0,19220.0,0.0017371435480988406,
2024-08-05,aluminum,铝,结构金属/铝材,19013.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-05,,18855.0,18895.0,-0.006223528440310155,
2024-08-06,aluminum,铝,结构金属/铝材,18766.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-06,,18750.0,18795.0,0.0015095912061118266,
2024-08-07,aluminum,铝,结构金属/铝材,18886.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-07,,18880.0,18920.0,0.0017647367164248529,
2024-08-08,aluminum,铝,结构金属/铝材,18796.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-08,,18890.0,18945.0,0.007891291382995158,
2024-08-09,aluminum,铝,结构金属/铝材,19026.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-09,,19080.0,19125.0,0.005168008905394483,
2024-08-12,aluminum,铝,结构金属/铝材,19006.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-12,,19140.0,19180.0,0.009119430178984533,
2024-08-13,aluminum,铝,结构金属/铝材,19006.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-13,,18950.0,18995.0,-0.000613994981761623,
2024-08-14,aluminum,铝,结构金属/铝材,18966.67,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-14,,18950.0,19045.0,0.004129876251339981,
2024-08-15,aluminum,铝,结构金属/铝材,19023.33,元/吨,AKShare/生意社现货与期货,akshare_basis,AL,2024-08-15,,19130.0,19240.0,0.011389698859242792,
